Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia in first 100,100 or less,Hits
Graaf Hendrik III van Nassau,MastbosBredaroute,in text,PER,682,17553955,91.0,100.0,"[u'http://nl.dbpedia.org/resource/Hendrik_I_van_Nassau-Siegen', u'http://nl.dbpedia.org/resource/Hendrik_I_van_Nassau-Siegen', u'http://nl.dbpedia.org/resource/Hendrik_I_van_Nassau-Siegen', u'http://dbpedia.org/resource/Henry,_Count_of_Nassau_in_Siegen', u'http://dbpedia.org/resource/Henry,_Count_of_Nassau_in_Siegen', u'http://nl.dbpedia.org/resource/Hendrik_I_van_Nassau-Siegen', u'http://wikidata.dbpedia.org/resource/Q69450', u'http://www.wikidata.org/entity/Q69450', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Breda', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Beilstein', u'http://wikidata.dbpedia.org/resource/Q2755987', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Beilstein', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Beilstein', u'http://www.wikidata.org/entity/Q69450', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Beilstein', u'http://nl.dbpedia.org/resource/Hendrik_III_van_Nassau-Breda', u'http://dbpedia.org/resource/Henry_III_of_Nassau-Breda', u'http://rdf.freebase.com/ns/m.042fs9']"
Willem III van Oranje,MastbosBredaroute,in text,PER,1012,17395841,87.0,100.0,"[u'http://nl.dbpedia.org/resource/Willem_III_van_Oranje', u'http://nl.dbpedia.org/resource/Willem_III_van_Oranje', u'http://dbpedia.org/resource/William_III_of_England', u'http://dbpedia.org/resource/William_III_of_England', u'http://wikidata.dbpedia.org/resource/Q129987', u'http://www.wikidata.org/entity/Q129987', u'http://dbpedia.org/resource/William_III_of_England', u'http://dbpedia.org/resource/William_III_of_England', u'http://nl.dbpedia.org/resource/Willem_III_van_Oranje-Nassau', u'http://dbpedia.org/resource/William_III_of_England', u'http://www.wikidata.org/entity/Q129987', u'http://nl.dbpedia.org/resource/Willem_III_van_Oranje-Nassau', u'http://dbpedia.org/resource/William_III_of_England', u'http://nl.dbpedia.org/resource/Slag_aan_de_Boyne', u'http://dbpedia.org/resource/Battle_of_the_Boyne', u'http://dbpedia.org/resource/Battle_of_the_Boyne', u'http://dbpedia.org/resource/Battle_of_the_Boyne', u'http://dbpedia.org/resource/Battle_of_the_Boyne', u'http://nl.dbpedia.org/resource/Slag_aan_de_Boyne', u'http://nl.dbpedia.org/resource/Slag_aan_de_Boyne']"
de Nassaus,MastbosBredaroute,in text,PER,7227,175603577,91.0,100.0,"[u'http://nl.dbpedia.org/resource/Nassaus', u'http://nl.dbpedia.org/resource/Nassaus', u'http://www.wikidata.org/entity/Q1927953', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://wikidata.dbpedia.org/resource/Q1927953', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://nl.dbpedia.org/resource/Nassause_erfvereniging', u'http://nl.dbpedia.org/resource/Pacifique_Goffint', u'http://nl.dbpedia.org/resource/Pacifique_Goffint', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://nl.dbpedia.org/resource/Nassaus_blauw', u'http://lobid.org/resource/HT007552403', u'http://nl.dbpedia.org/resource/Grafkelder_van_Oranje-Nassau', u'http://nl.dbpedia.org/resource/Grafkelder_van_Oranje-Nassau', u'http://nl.dbpedia.org/resource/L\xe9onard_Ooms', u'http://nl.dbpedia.org/resource/L\xe9onard_Ooms', u'http://nl.dbpedia.org/resource/Augustin_Janssens_(politicus)', u'http://nl.dbpedia.org/resource/Augustin_Janssens_(politicus)']"
Galderseweg,MastbosBredaroute,in text,LOC,5,113,55.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q19161190', u'http://wikidata.dbpedia.org/resource/Q19161192', u'http://www.wikidata.org/entity/Q19161190', u'http://www.wikidata.org/entity/Q19161192', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__315', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Alphen-Chaam__Galder__1', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Alphen-Chaam', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__375', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__316', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__466', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__439', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Alphen-Chaam', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Alphen-Chaam']"
Reeptiend,MastbosBredaroute,in text,LOC,2,12,8.0,12.0,"[u'http://wikidata.dbpedia.org/resource/Q19463416', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__318', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__318', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://www.wikidata.org/entity/Q17343698', u'http://wikidata.dbpedia.org/resource/Q17343698', u'http://bag.kadaster.nl/id/openbareruimte/0758300000001514', u'http://data.cultureelerfgoed.nl/id/C3AAED54-E7A7-4FAC-9B91-41E6A355BF9D', u'http://data.cultureelerfgoed.nl/id/C3AAED54-E7A7-4FAC-9B91-41E6A355BF9D']"
horecagelegenheid De Kogelvanger,MastbosBredaroute,in text,LOC,5161,175603192,85.0,100.0,"[u'http://nl.dbpedia.org/resource/Kogelvanger', u'http://wikidata.dbpedia.org/resource/Q2563860', u'http://nl.dbpedia.org/resource/Kogelvanger', u'http://www.wikidata.org/entity/Q2563860', u'http://wikidata.dbpedia.org/resource/Q18560057', u'http://wikidata.dbpedia.org/resource/Q1431026', u'http://www.wikidata.org/entity/Q1431026', u'http://www.wikidata.org/entity/Q18560057', u'http://geowordnet.semanticmatching.org/3.0/synset-De_Kogelvanger-noun-1', u'http://geowordnet.semanticmatching.org/3.0/synset-De_Kogelvanger-noun-1', u'http://sws.geonames.org/2757425/', u'http://geowordnet.semanticmatching.org/3.0/wordsense-De_Kogelvanger-noun-1', u'http://geowordnet.semanticmatching.org/3.0/word-De_Kogelvanger', u'http://sws.geonames.org/2757425/', u'http://sws.geonames.org/2757425/', u'http://nl.dbpedia.org/resource/Hotel_Frederiksoord', u'http://nl.dbpedia.org/resource/Hotel_Frederiksoord', u'http://nl.dbpedia.org/resource/Hotel_Frederiksoord', u'http://nl.dbpedia.org/resource/Hotel_Frederiksoord', u'http://nl.dbpedia.org/resource/Kogelvanger']"
Grenslandpad,MastbosBredaroute,in text,LOC,2,21,18.0,21.0,"[u'http://wikidata.dbpedia.org/resource/Q2209294', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://www.wikidata.org/entity/Q2209294', u'http://nl.dbpedia.org/resource/Airbornepad_Market_Garden', u'http://nl.dbpedia.org/resource/Airbornepad_Market_Garden', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://nl.dbpedia.org/resource/Wandelroute_GR5A', u'http://nl.dbpedia.org/resource/Brabants_Vennenpad', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://nl.dbpedia.org/resource/Grenslandpad', u'http://nl.dbpedia.org/resource/Brabants_Vennenpad', u'http://nl.dbpedia.org/resource/Zeeland_van_A_tot_Z', u""http://nl.dbpedia.org/resource/Lijst_van_LAW's_in_Nederland"", u""http://nl.dbpedia.org/resource/Lijst_van_LAW's_in_Nederland"", u'http://nl.dbpedia.org/resource/Zeeland_van_A_tot_Z', u'http://nl.dbpedia.org/resource/Zeeland_van_A_tot_Z', u'http://nl.dbpedia.org/resource/Zeeland_van_A_tot_Z', u'http://www.westerscheldetunnel.nl/?pid=66&itemid=244&contentitemid=526']"
grondgebied De Boeverie,MastbosBredaroute,in text,AREA,4444,175604252,92.0,100.0,"[u'http://nl.dbpedia.org/resource/De_Boeverie', u'http://www.wikidata.org/entity/Q2348410', u'http://nl.dbpedia.org/resource/De_boeverie', u'http://nl.dbpedia.org/resource/De_boeverie', u'http://nl.dbpedia.org/resource/De_Boeverie', u'http://wikidata.dbpedia.org/resource/Q2348410', u'http://nl.dbpedia.org/resource/Grondgebied', u'http://wikidata.dbpedia.org/resource/Q1856140', u'http://nl.dbpedia.org/resource/Grondgebied', u'http://purl.org/vocabularies/cornetto/synset-grondgebied-1-noun', u'http://wikidata.dbpedia.org/resource/Q841985', u'http://www.wikidata.org/entity/Q1856140', u'http://purl.org/collections/nl/am/t-4762', u'http://nl.dbpedia.org/resource/Unie_van_Communistische_Partijen_-_Communistische_Partij_van_de_Sovjet-Unie', u'http://nl.dbpedia.org/resource/Resolutie_1213_Veiligheidsraad_Verenigde_Naties', u'http://dbpedia.org/resource/Union_of_Communist_Parties_%E2%80%93_Communist_Party_of_the_Soviet_Union', u'http://nl.dbpedia.org/resource/Resolutie_785_Veiligheidsraad_Verenigde_Naties', u'http://dbpedia.org/resource/Union_of_Communist_Parties_%E2%80%93_Communist_Party_of_the_Soviet_Union', u'http://nl.dbpedia.org/resource/Resolutie_785_Veiligheidsraad_Verenigde_Naties', u'http://dbpedia.org/resource/Union_of_Communist_Parties_%E2%80%93_Communist_Party_of_the_Soviet_Union']"
Landgoed Boeverie,MastbosBredaroute,in text,AREA,10,17853,78.0,100.0,"[u'http://nl.dbpedia.org/resource/De_Boeverie', u'http://www.wikidata.org/entity/Q2348410', u'http://nl.dbpedia.org/resource/De_boeverie', u'http://nl.dbpedia.org/resource/De_boeverie', u'http://nl.dbpedia.org/resource/De_Boeverie', u'http://wikidata.dbpedia.org/resource/Q2348410', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Herzele', u'http://nl.dbpedia.org/resource/Watervliet_(Velsen)', u'http://nl.dbpedia.org/resource/Den_Treek-Henschoten', u'http://nl.dbpedia.org/resource/Mari\xebndaal_(landgoed)', u'http://nl.dbpedia.org/resource/Mari\xebndaal_(landgoed)', u'http://nl.dbpedia.org/resource/Watervliet_(Velsen)', u'http://nl.dbpedia.org/resource/Lijst_van_gemeentelijke_monumenten_in_Sint-Oedenrode__Landgoed__1', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Geraardsbergen', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Herzele', u'http://nl.dbpedia.org/resource/Watervliet_(Velsen)', u'http://nl.dbpedia.org/resource/Bronbeek', u'http://rdf.freebase.com/ns/m.038t8_', u'http://wikidata.dbpedia.org/resource/Q19318270', u'http://wikidata.dbpedia.org/resource/Q13460939']"
Prinsen van Oranje,MastbosBredaroute,in text,PER,505,13462243,87.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_prinsen_van_Oranje', u'http://www.wikidata.org/entity/Q12379705', u'http://nl.dbpedia.org/resource/Lijst_van_prinsen_van_Oranje', u'http://wikidata.dbpedia.org/resource/Q12379705', u'http://wikidata.dbpedia.org/resource/Q17275974', u'http://nl.dbpedia.org/resource/Pieter_Nason', u'http://nl.dbpedia.org/resource/Pieter_Nason', u'http://dbpedia.org/resource/Pieter_Nason', u'http://www.wikidata.org/entity/Q17275974', u'http://dbpedia.org/resource/Pieter_Nason', u'http://wikidata.dbpedia.org/resource/Q17323486', u'http://www.wikidata.org/entity/Q17323486', u'http://nl.dbpedia.org/resource/AKD_Prinsen_van_Wijmen', u'http://nl.dbpedia.org/resource/Prinsen_van_Aragon', u'http://nl.dbpedia.org/resource/De_prinsen_van_Snoby', u'http://nl.dbpedia.org/resource/De_prinsen_van_Snoby', u'http://nl.dbpedia.org/resource/AKD_Prinsen_van_Wijmen', u'http://nl.dbpedia.org/resource/Prinsen_van_Aragon', u'http://wikidata.dbpedia.org/resource/Q2323160', u'http://nl.dbpedia.org/resource/De_prinsen_van_Snoby']"
Vereniging van Catechisten,MastbosBredaroute,in text,ORG,478,13456863,85.0,100.0,"[u'http://lod.b3kat.de/title/BV003046449', u'http://lod.b3kat.de/title/BV007284742', u'http://nl.dbpedia.org/resource/Boeddhistische_vereniging_van_China', u'http://nl.dbpedia.org/resource/Vereniging_van_Voetballende_Vriendenclubs', u'http://nl.dbpedia.org/resource/AVA-woonblok_I', u'http://nl.dbpedia.org/resource/De_Waterpoort', u'http://nl.dbpedia.org/resource/Erik_IV_van_Saksen-Lauenburg', u'http://nl.dbpedia.org/resource/Internationale_Vereniging_van_Kunstcritici', u'http://nl.dbpedia.org/resource/NLBB_Vereniging_van_Leesgehandicapten', u'http://nl.dbpedia.org/resource/Nederlandse_Vereniging_van_Makelaars', u'http://nl.dbpedia.org/resource/Nederlandse_Vereniging_van_Wiskundeleraren', u'http://nl.dbpedia.org/resource/Nederlandse_vereniging_van_Bibliothecarissen', u'http://nl.dbpedia.org/resource/Vereniging_van_Christen-Historici', u'http://nl.dbpedia.org/resource/Vereniging_van_Eigenaars', u'http://nl.dbpedia.org/resource/Vereniging_van_Gemeentesecretarissen', u'http://nl.dbpedia.org/resource/Vereniging_van_Mede-eigenaars', u'http://nl.dbpedia.org/resource/Vereniging_van_Vlaamse_Grootkeukenkoks', u'http://nl.dbpedia.org/resource/Vereniging_van_eigenaren', u'http://nl.dbpedia.org/resource/AVA-woonblok_I', u'http://nl.dbpedia.org/resource/Vereniging_van_Nederlands_Cabinepersoneel']"
Brabantse Delta,MastbosBredaroute,in text,ORG,42,846288,92.0,100.0,"[u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://wikidata.dbpedia.org/resource/Q3211339', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://www.wikidata.org/entity/Q3211339', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse_Delta', u'http://standaarden.overheid.nl/owms/terms/Waterschap_Brabantse_Delta', u'http://standaarden.overheid.nl/owms/terms/Waterschap_Brabantse_Delta', u'http://wikidata.dbpedia.org/resource/Q18285762', u'http://standaarden.overheid.nl/owms/terms/Waterschap_Brabantse_Delta', u'http://www.wikidata.org/entity/Q18285762', u'http://standaarden.overheid.nl/owms/terms/Waterschap_Brabantse_Delta', u'http://nl.dbpedia.org/resource/Waterschap_Brabantse_Delta', u'http://nl.dbpedia.org/resource/Waterschap_Brabantse_Delta', u'http://nl.dbpedia.org/resource/Brabantse', u'http://wikidata.dbpedia.org/resource/Q227702']"
Raadhuisstraat,MastbosBredaroute,in text,LOC,4,1974,97.0,100.0,"[u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Rucphen)', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Eemsmond__2709__1', u'http://nl.dbpedia.org/resource/Raadhuisstraat_(Maarssen)', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Schinnen__1334__1', u'http://wikidata.dbpedia.org/resource/Q19457406', u'http://wikidata.dbpedia.org/resource/Q19457465', u'http://wikidata.dbpedia.org/resource/Q19457481', u'http://wikidata.dbpedia.org/resource/Q19457550', u'http://wikidata.dbpedia.org/resource/Q19457575', u'http://wikidata.dbpedia.org/resource/Q19457647', u'http://wikidata.dbpedia.org/resource/Q19457663', u'http://wikidata.dbpedia.org/resource/Q19457726', u'http://wikidata.dbpedia.org/resource/Q19457839', u'http://wikidata.dbpedia.org/resource/Q19457874', u'http://wikidata.dbpedia.org/resource/Q19457993', u'http://wikidata.dbpedia.org/resource/Q19458028', u'http://wikidata.dbpedia.org/resource/Q19458046', u'http://wikidata.dbpedia.org/resource/Q19458078', u'http://wikidata.dbpedia.org/resource/Q19458116', u'http://wikidata.dbpedia.org/resource/Q19458176']"
Ginnekenmarkt,MastbosBredaroute,in text,LOC,8,89,66.0,89.0,"[u'http://nl.dbpedia.org/resource/Ginnekenmarkt', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://www.wikidata.org/entity/Q2805455', u'http://nl.dbpedia.org/resource/Ginnekenmarkt', u'http://wikidata.dbpedia.org/resource/Q2805455', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__247', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__250', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__248', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__251', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)']"
Ginnekenweg,MastbosBredaroute,in text,LOC,9,177,90.0,100.0,"[u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://www.wikidata.org/entity/Q2648629', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://wikidata.dbpedia.org/resource/Q2648629', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg']"
Wilhelminastraat,MastbosBredaroute,in text,LOC,9,1854,98.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Mijnsheerenland', u'http://nl.dbpedia.org/resource/Baronielaan', u'http://nl.dbpedia.org/resource/Baronielaan', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://wikidata.dbpedia.org/resource/Q19655812', u'http://wikidata.dbpedia.org/resource/Q19655827', u'http://wikidata.dbpedia.org/resource/Q19655836', u'http://wikidata.dbpedia.org/resource/Q19655842', u'http://wikidata.dbpedia.org/resource/Q19655867', u'http://wikidata.dbpedia.org/resource/Q19655880', u'http://wikidata.dbpedia.org/resource/Q19655884', u'http://wikidata.dbpedia.org/resource/Q19655892', u'http://wikidata.dbpedia.org/resource/Q19655902', u'http://wikidata.dbpedia.org/resource/Q19655908', u'http://wikidata.dbpedia.org/resource/Q19655912', u'http://wikidata.dbpedia.org/resource/Q19655916', u'http://wikidata.dbpedia.org/resource/Q19655922', u'http://wikidata.dbpedia.org/resource/Q19655926', u'http://wikidata.dbpedia.org/resource/Q19655933', u'http://wikidata.dbpedia.org/resource/Q19655936']"
Nieuwe Ginnekenstraat,MastbosBredaroute,in text,LOC,37,247644,89.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q19354738', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__396', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__396', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://www.wikidata.org/entity/Q17595529', u'http://wikidata.dbpedia.org/resource/Q17595529', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://www.wikidata.org/entity/Q2636176', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://wikidata.dbpedia.org/resource/Q19186577', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)']"
Van Coothplein,MastbosBredaroute,in text,LOC,612,13433941,88.0,100.0,"[u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Van_Coothplein', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Van_Coothplein', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://wikidata.dbpedia.org/resource/Q2968687', u'http://wikidata.dbpedia.org/resource/Q19619130', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://www.wikidata.org/entity/Q2968687', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__410', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__410', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__371', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__371']"
Vierwindenstraat,MastbosBredaroute,in text,LOC,8,27,13.0,27.0,"[u'http://wikidata.dbpedia.org/resource/Q19634418', u'http://wikidata.dbpedia.org/resource/Q19634417', u'http://wikidata.dbpedia.org/resource/Q19634419', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Haarlemmerbuurt)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__125', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__125', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Haarlemmerbuurt)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt', u'http://wikidata.dbpedia.org/resource/Q17307291', u'http://www.wikidata.org/entity/Q17307291', u'http://www.wikidata.org/entity/Q17307292', u'http://purl.org/collections/nl/am/t-28242', u'http://wikidata.dbpedia.org/resource/Q17307292', u'http://linkedgeodata.org/triplify/node616821325', u'http://bag.kadaster.nl/id/openbareruimte/0363300000005289', u'http://bag.kadaster.nl/id/openbareruimte/0716300000000663', u'http://bag.kadaster.nl/id/openbareruimte/0758300000002258']"
Het Bolwerk,MastbosBredaroute,in text,LOC,288,7689327,80.0,100.0,"[u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/CAB', u'http://nl.dbpedia.org/resource/Het_Bolwerk', u'http://wikidata.dbpedia.org/resource/Q19251408', u'http://nl.dbpedia.org/resource/Bolswardia', u'http://nl.dbpedia.org/resource/CAB', u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Tennisvereniging_Woudrichem', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://www.wikidata.org/entity/Q4713801', u'http://www.wikidata.org/entity/Q19251408', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://wikidata.dbpedia.org/resource/Q19251406', u'http://wikidata.dbpedia.org/resource/Q1875967', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Bolswardia', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)']"
