Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia % (in first 100),Hits
Plantage Kerklaan,AmsterdamviaWesterborkpadroute,in text,LOC,3,250,100.0,"[u'http://nl.dbpedia.org/resource/Plantage_Kerklaan', u'http://wikidata.dbpedia.org/resource/Q7476530', u'http://nl.dbpedia.org/resource/Plantage_Kerklaan', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__57', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__60', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__63', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__70', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__67']"
Heijermans,AmsterdamviaWesterborkpadroute,in text,PER,10,1195,100.0,"[u'http://nl.dbpedia.org/resource/Hubertine_Heijermans', u'http://nl.dbpedia.org/resource/Hubertine_Heijermans', u'http://nl.dbpedia.org/resource/Op_hoop_van_zegen_(1924)', u'http://dbpedia.org/resource/Op_hoop_van_zegen_%281924_film%29', u'http://dbpedia.org/resource/Op_hoop_van_zegen_%281934_film%29', u'http://dbpedia.org/resource/Op_hoop_van_zegen_%281918_film%29', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Schakels', u'http://wikidata.dbpedia.org/resource/Q36771', u'http://nl.dbpedia.org/resource/Op_hoop_van_zegen_(1918)']"
Joodsche Schouwburg,AmsterdamviaWesterborkpadroute,in text,MON,2,9,100.0,"[u'http://nl.dbpedia.org/resource/Joodsche_Schouwburg', u'http://nl.dbpedia.org/resource/Sylvain_Poons', u'http://nl.dbpedia.org/resource/Sylvain_Poons', u'http://de.dbpedia.org/resource/Otto_Aurich', u'http://dbpedia.org/resource/Lisl_Frank', u'http://fy.dbpedia.org/resource/Sylvain_Poons', u'http://dbpedia.org/resource/Lisl_Frank', u'http://dbpedia.org/resource/Lisl_Frank', u'http://fy.dbpedia.org/resource/Sylvain_Poons']"
Vught,AmsterdamviaWesterborkpadroute,in text,LOC,34,5350,100.0,"[u'http://nl.dbpedia.org/resource/Station_Vught', u'http://nl.dbpedia.org/resource/Kamp_Vught', u'http://nl.dbpedia.org/resource/Vught_(gemeente)', u'http://nl.dbpedia.org/resource/Watertoren_(Vught)', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://wikidata.dbpedia.org/resource/Q5385209', u'http://wikidata.dbpedia.org/resource/Q2101747', u'http://wikidata.dbpedia.org/resource/Q2934319']"
Sint Jacob verzorgingstehuis,AmsterdamviaWesterborkpadroute,in text,MON,3,0,,[]
Sarphatistraat,AmsterdamviaWesterborkpadroute,in text ,LOC,3,320,80.0,"[u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://www.wikidata.org/entity/Q2046735', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://purl.org/collections/nl/am/t-2382', u'http://wikidata.dbpedia.org/resource/Q19507515', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://nl.dbpedia.org/resource/Entrepotdok']"
Mauritskade,AmsterdamviaWesterborkpadroute,in text,LOC,5,664,90.0,"[u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Mauritskade_(Amsterdam)', u'http://nl.dbpedia.org/resource/Mauritskade', u'http://nl.dbpedia.org/resource/Alexanderstraat_(Den_Haag)', u'http://nl.dbpedia.org/resource/Mauritskade_(Den_Haag)', u'http://nl.dbpedia.org/resource/Mauritskade_(Den_Haag)', u'http://purl.org/collections/nl/am/t-2023', u'http://wikidata.dbpedia.org/resource/Q19340094', u'http://wikidata.dbpedia.org/resource/Q19340091', u'http://nl.dbpedia.org/resource/Nassaulaan']"
Kon. Instituut voor de Tropen,AmsterdamviaWesterborkpadroute,in text,MON,5,0,,[]
Linnaeusstraat,AmsterdamviaWesterborkpadroute,in text,LOC,2,233,80.0,"[u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://wikidata.dbpedia.org/resource/Q19328406', u'http://www.wikidata.org/entity/Q19328406', u'http://www.wikidata.org/entity/Q19328409', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://wikidata.dbpedia.org/resource/Q19328408', u'http://wikidata.dbpedia.org/resource/Q19328410']"
Wijtenbachstraat,AmsterdamviaWesterborkpadroute,in text,LOC,1,4,100.0,"[u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)']"
Oosterpark,AmsterdamviaWesterborkpadroute,in text,LOC,3,782,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoogezand', u'http://nl.dbpedia.org/resource/ZMVV_Zeerobben', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Harlingen', u'http://nl.dbpedia.org/resource/ZMVV_Zeerobben', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Harlingen', u'http://dbpedia.org/resource/Oosterpark', u'http://wikidata.dbpedia.org/resource/Q19395677', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Hoogezand-Sappemeer', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Assen', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Hoogezand-Sappemeer']"
Onze Lieve Vrouwe Gasthuis,AmsterdamviaWesterborkpadroute,in text,MON,5,218,90.0,"[u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://wikidata.dbpedia.org/resource/Q2491047', u'http://www.wikidata.org/entity/Q2491047']"
Beukenweg,AmsterdamviaWesterborkpadroute,in text,LOC,1,65,50.0,"[u'http://wikidata.dbpedia.org/resource/Q18951603', u'http://wikidata.dbpedia.org/resource/Q18951609', u'http://wikidata.dbpedia.org/resource/Q18951611', u'http://www.wikidata.org/entity/Q18951603', u'http://www.wikidata.org/entity/Q18951609', u'http://www.wikidata.org/entity/Q18951613', u'http://wikidata.dbpedia.org/resource/Q18951605', u'http://wikidata.dbpedia.org/resource/Q18951613', u'http://www.wikidata.org/entity/Q18951607', u'http://www.wikidata.org/entity/Q18951611']"
Beukenplein,AmsterdamviaWesterborkpadroute,in text,LOC,1,16,10.0,"[u'http://wikidata.dbpedia.org/resource/Q18951508', u'http://www.wikidata.org/entity/Q18951508', u'http://linkedgeodata.org/triplify/node947905920', u'http://linkedgeodata.org/triplify/node95288419', u'http://linkedgeodata.org/triplify/node393225833', u'http://linkedgeodata.org/triplify/node2363281643', u'http://linkedgeodata.org/triplify/node947905476', u'http://bag.kadaster.nl/id/openbareruimte/0363300000002921', u'http://linkedgeodata.org/triplify/node2363281652', u'http://linkedgeodata.org/triplify/node1422398316']"
Maritzstraat,AmsterdamviaWesterborkpadroute,in text,LOC,3,16,40.0,"[u'http://www.wikidata.org/entity/Q19336331', u'http://wikidata.dbpedia.org/resource/Q19336330', u'http://www.wikidata.org/entity/Q19336330', u'http://wikidata.dbpedia.org/resource/Q19336331', u'http://wikidata.dbpedia.org/resource/Q19413964', u'http://wikidata.dbpedia.org/resource/Q19413963', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004267', u'http://linkedgeodata.org/triplify/node1300002688', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004267', u'http://linkedgeodata.org/triplify/node95209891']"
Krugerplein,AmsterdamviaWesterborkpadroute,in text,LOC,2,30,30.0,"[u'http://wikidata.dbpedia.org/resource/Q1913603', u'http://nl.dbpedia.org/resource/Krugerplein', u'http://www.wikidata.org/entity/Q1913603', u'http://wikidata.dbpedia.org/resource/Q19408971', u'http://linkedgeodata.org/triplify/node95209896', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004098', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004098', u'http://linkedgeodata.org/triplify/node95209893', u'http://linkedgeodata.org/triplify/node1208560339', u'http://linkedgeodata.org/triplify/way139867047']"
Schalk Burgerstraat,AmsterdamviaWesterborkpadroute,in text,LOC,2,30,50.0,"[u'http://wikidata.dbpedia.org/resource/Q19508308', u'http://wikidata.dbpedia.org/resource/Q19508303', u'http://wikidata.dbpedia.org/resource/Q19508306', u'http://wikidata.dbpedia.org/resource/Q19508301', u'http://wikidata.dbpedia.org/resource/Q19508304', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004470', u'http://bag.kadaster.nl/id/openbareruimte/0518300000201615', u'http://bag.kadaster.nl/id/openbareruimte/0855300000001671', u'http://linkedgeodata.org/triplify/node1426819487', u'http://bag.kadaster.nl/id/openbareruimte/0080300000335870']"
Transvaalstraat,AmsterdamviaWesterborkpadroute,in text,LOC,4,563,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://wikidata.dbpedia.org/resource/Q19570466', u'http://wikidata.dbpedia.org/resource/Q19570462', u'http://wikidata.dbpedia.org/resource/Q19570452', u'http://wikidata.dbpedia.org/resource/Q19570459', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://wikidata.dbpedia.org/resource/Q19570483', u'http://wikidata.dbpedia.org/resource/Q19570476']"
Judenviertel,AmsterdamviaWesterborkpadroute,in text,LOC,2,157,30.0,"[u'http://wikidata.dbpedia.org/resource/Q1710953', u'http://lod.b3kat.de/title/BV005264750', u'http://de.dbpedia.org/resource/Judenviertel', u'http://wikidata.dbpedia.org/resource/Q1710953', u'http://d-nb.info/gnd/4346035-5', u'http://www.wikidata.org/entity/Q1710953', u'http://lod.b3kat.de/title/BV005163690', u'http://lod.b3kat.de/title/BV003373692', u'http://lod.b3kat.de/title/BV003055579', u'http://lod.b3kat.de/title/BV008505805']"
Davidster,AmsterdamviaWesterborkpadroute,in text,CONCEPT,4,188,80.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag__350__1', u'http://lod.b3kat.de/title/BV006597847', u'http://lod.b3kat.de/title/BV004660393', u'http://nl.dbpedia.org/resource/Davidster', u'http://nl.dbpedia.org/resource/Davidster', u'http://wikidata.dbpedia.org/resource/Q161396', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag__350__1', u'http://dbpedia.org/resource/Star_of_David', u'http://dbpedia.org/resource/Star_of_David']"
Tramlijn 8,AmsterdamviaWesterborkpadroute,in text,CONCEPT,5,70,50.0,"[u'http://wikidata.dbpedia.org/resource/Q2500834', u'http://www.wikidata.org/entity/Q398435', u'http://www.wikidata.org/entity/Q2500834', u'http://nl.dbpedia.org/resource/Tramlijn_8', u'http://wikidata.dbpedia.org/resource/Q3277304', u'http://wikidata.dbpedia.org/resource/Q2069788', u'http://wikidata.dbpedia.org/resource/Q1962342', u'http://www.wikidata.org/entity/Q3277304', u'http://www.wikidata.org/entity/Q1962342', u'http://www.wikidata.org/entity/Q2069788']"
Paardekraalstraat,AmsterdamviaWesterborkpadroute,in text,LOC,1,7,71.42857142857143,"[u'http://wikidata.dbpedia.org/resource/Q19404278', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004788', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004788', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument']"
Pretoriusstraat,AmsterdamviaWesterborkpadroute,in text,LOC,3,52,50.0,"[u'http://purl.org/collections/nl/am/t-27927', u'http://wikidata.dbpedia.org/resource/Q19429617', u'http://wikidata.dbpedia.org/resource/Q19429616', u'http://wikidata.dbpedia.org/resource/Q19429619', u'http://wikidata.dbpedia.org/resource/Q19429615', u'http://wikidata.dbpedia.org/resource/Q19429618', u'http://bag.kadaster.nl/id/openbareruimte/0546300000001118', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004575', u'http://linkedgeodata.org/triplify/node1300002694', u'http://linkedgeodata.org/triplify/node95288389']"
Oetewalerpad,AmsterdamviaWesterborkpadroute,in text,LOC,6,15,80.0,"[u'http://wikidata.dbpedia.org/resource/Q19387740', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004699', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004699', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Dapperbuurt']"
Oosterspoorplein,AmsterdamviaWesterborkpadroute,in text,LOC,7,57,90.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__102__1', u'http://www.wikidata.org/entity/Q15117637', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__102__1', u'http://wikidata.dbpedia.org/resource/Q19395748', u'http://wikidata.dbpedia.org/resource/Q15117637', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam,_stadsdeel_Oost', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam,_stadsdeel_Oost', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam-Oost']"
