Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia in first 100,100 or less,Hits
Ginnekenmarkt,MastbosBredaroute,in text,LOC,2,89,66.0,89.0,"[u'http://nl.dbpedia.org/resource/Ginnekenmarkt', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://www.wikidata.org/entity/Q2805455', u'http://nl.dbpedia.org/resource/Ginnekenmarkt', u'http://wikidata.dbpedia.org/resource/Q2805455', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__247', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__250', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__248', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__251', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)']"
Ginnekenweg,MastbosBredaroute,in text,LOC,4,177,90.0,100.0,"[u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://www.wikidata.org/entity/Q2648629', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://wikidata.dbpedia.org/resource/Q2648629', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Heilig_Hartbeeld_(Ginneken)', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg', u'http://nl.dbpedia.org/resource/Ginnekenweg']"
Wilhelminastraat,MastbosBredaroute,in text,LOC,4,1854,98.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Mijnsheerenland', u'http://nl.dbpedia.org/resource/Baronielaan', u'http://nl.dbpedia.org/resource/Baronielaan', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://wikidata.dbpedia.org/resource/Q19655812', u'http://wikidata.dbpedia.org/resource/Q19655827', u'http://wikidata.dbpedia.org/resource/Q19655836', u'http://wikidata.dbpedia.org/resource/Q19655842', u'http://wikidata.dbpedia.org/resource/Q19655867', u'http://wikidata.dbpedia.org/resource/Q19655880', u'http://wikidata.dbpedia.org/resource/Q19655884', u'http://wikidata.dbpedia.org/resource/Q19655892', u'http://wikidata.dbpedia.org/resource/Q19655902', u'http://wikidata.dbpedia.org/resource/Q19655908', u'http://wikidata.dbpedia.org/resource/Q19655912', u'http://wikidata.dbpedia.org/resource/Q19655916', u'http://wikidata.dbpedia.org/resource/Q19655922', u'http://wikidata.dbpedia.org/resource/Q19655926', u'http://wikidata.dbpedia.org/resource/Q19655933', u'http://wikidata.dbpedia.org/resource/Q19655936']"
Nieuwe Ginnekenstraat,MastbosBredaroute,in text,LOC,2,18,14.0,18.0,"[u'http://wikidata.dbpedia.org/resource/Q19354738', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__396', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__396', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://www.wikidata.org/entity/Q17595529', u'http://wikidata.dbpedia.org/resource/Q17595529', u'http://bag.kadaster.nl/id/openbareruimte/0758300000001792', u'http://data.cultureelerfgoed.nl/id/274ACD55-6A60-4FE6-ABC6-8A5F466E9888', u'http://data.cultureelerfgoed.nl/id/274ACD55-6A60-4FE6-ABC6-8A5F466E9888', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)', u'http://nl.dbpedia.org/resource/Wilhelminastraat_(Breda)']"
Van Coothplein,MastbosBredaroute,in text,LOC,2,48,38.0,48.0,"[u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Van_Coothplein', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://nl.dbpedia.org/resource/Van_Coothplein', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://wikidata.dbpedia.org/resource/Q2968687', u'http://wikidata.dbpedia.org/resource/Q19619130', u'http://nl.dbpedia.org/resource/Ginnekenstraat_(Breda)', u'http://www.wikidata.org/entity/Q2968687', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__410', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__410', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__371', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__371']"
Vierwindenstraat,MastbosBredaroute,in text,LOC,2,27,13.0,27.0,"[u'http://wikidata.dbpedia.org/resource/Q19634418', u'http://wikidata.dbpedia.org/resource/Q19634417', u'http://wikidata.dbpedia.org/resource/Q19634419', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Haarlemmerbuurt)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__125', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt__Amsterdam__125', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Haarlemmerbuurt)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Haarlemmerbuurt', u'http://wikidata.dbpedia.org/resource/Q17307291', u'http://www.wikidata.org/entity/Q17307291', u'http://www.wikidata.org/entity/Q17307292', u'http://purl.org/collections/nl/am/t-28242', u'http://wikidata.dbpedia.org/resource/Q17307292', u'http://linkedgeodata.org/triplify/node616821325', u'http://bag.kadaster.nl/id/openbareruimte/0363300000005289', u'http://bag.kadaster.nl/id/openbareruimte/0716300000000663', u'http://bag.kadaster.nl/id/openbareruimte/0758300000002258']"
Het Bolwerk,MastbosBredaroute,in text,LOC,8,700,65.0,100.0,"[u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/CAB', u'http://nl.dbpedia.org/resource/Het_Bolwerk', u'http://wikidata.dbpedia.org/resource/Q19251408', u'http://nl.dbpedia.org/resource/Bolswardia', u'http://nl.dbpedia.org/resource/CAB', u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Tennisvereniging_Woudrichem', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://www.wikidata.org/entity/Q4713801', u'http://www.wikidata.org/entity/Q19251408', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://wikidata.dbpedia.org/resource/Q19251406', u'http://wikidata.dbpedia.org/resource/Q1875967', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)', u'http://nl.dbpedia.org/resource/RES', u'http://nl.dbpedia.org/resource/Bolswardia', u'http://nl.dbpedia.org/resource/Het_Bolwerk_(poppodium)']"
Nonnenveld,MastbosBredaroute,in text,LOC,1,42,26.0,42.0,"[u'http://wikidata.dbpedia.org/resource/Q19371434', u'http://wikidata.dbpedia.org/resource/Q19371432', u'http://wikidata.dbpedia.org/resource/Q19371435', u'http://wikidata.dbpedia.org/resource/Q19371433', u'http://wikidata.dbpedia.org/resource/Q19371436', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__127', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__127', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://wikidata.dbpedia.org/resource/Q17374291']"
Oude Vest,MastbosBredaroute,in text,LOC,19,564,99.0,100.0,"[u'http://www.wikidata.org/entity/Q2074479', u'http://nl.dbpedia.org/resource/Oude_Vest', u'http://wikidata.dbpedia.org/resource/Q19402697', u'http://wikidata.dbpedia.org/resource/Q19402699', u'http://nl.dbpedia.org/resource/Oude_Vest', u'http://wikidata.dbpedia.org/resource/Q2074479', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Gent/deel7', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_A-I', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_A-I']"
Molenstraat,MastbosBredaroute,in text,LOC,15,11376,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lo-Reninge', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Maasmechelen', u'http://nl.dbpedia.org/resource/Molenstraat_(Haaren)', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Goor)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ardooie', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Assenede', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Eeklo', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Gavere', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Geel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Horebeke', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lubbeek', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Nieuwpoort', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Oosterzele', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Rijkevorsel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Stekene', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Westerlo', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Goor)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lo-Reninge', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ardooie', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Avelgem']"
Sint Annastraat,MastbosBredaroute,in text,LOC,16,793,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Sint-Annastraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://wikidata.dbpedia.org/resource/Q19515502', u'http://wikidata.dbpedia.org/resource/Q19515504', u'http://wikidata.dbpedia.org/resource/Q19515507', u'http://wikidata.dbpedia.org/resource/Q19515509', u'http://wikidata.dbpedia.org/resource/Q19515515', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lier', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Sint_Annastraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lier', u'http://nl.dbpedia.org/resource/Sint_Annastraat', u'http://wikidata.dbpedia.org/resource/Q19515499', u'http://wikidata.dbpedia.org/resource/Q19515501', u'http://wikidata.dbpedia.org/resource/Q19515506', u'http://wikidata.dbpedia.org/resource/Q19515514', u'http://wikidata.dbpedia.org/resource/Q19516486', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Hoeselt']"
Willem Merkxtuin,MastbosBredaroute,in text,MON,13,18,17.0,18.0,"[u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://wikidata.dbpedia.org/resource/Q2452329', u'http://www.wikidata.org/entity/Q2452329', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Binnenstad_(Breda)', u'http://nl.dbpedia.org/resource/Binnenstad_(Breda)']"
Turfschipper van Breda,MastbosBredaroute,in text,MON,18,0,0.0,0.0,[]
Grote Markt,MastbosBredaroute,in text,LOC,28,13564,92.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ieper', u'http://nl.dbpedia.org/resource/Brussel_(stad)', u'http://nl.dbpedia.org/resource/Herestraat_(Groningen)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Aalst', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Antwerpen/Historisch_Centrum', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Boom', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diest', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Herentals', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Turnhout', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Vilvoorde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Zoutleeuw', u'http://nl.dbpedia.org/resource/Boterstraat_(Schiedam)', u'http://nl.dbpedia.org/resource/Grote_Markt_(Brussel)', u'http://nl.dbpedia.org/resource/Grote_Markt', u'http://nl.dbpedia.org/resource/Grote_Houtstraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Kortrijk/deel1', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Aarschot', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diksmuide', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ronse', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Vilvoorde']"
Grote Kerk,MastbosBredaroute,in text,MON,24,2622,93.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hilversum', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Enschede)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harlingen)', u'http://nl.dbpedia.org/resource/Grote_Kerk', u'http://nl.dbpedia.org/resource/Grote_kerk', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Beverwijk)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Debrecen)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Halfweg)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Leerdam)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hilversum', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoogeveen_(plaats)__Hoogeveen__4', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoorn_(plaats)__Hoorn__275', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leerdam_(plaats)__Leerdam__5', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Drachten)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Elst)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Graaff-Reinet)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harderwijk)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harlingen)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hindeloopen__Hindeloopen__7', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Schermerhorn__Schermerhorn__8']"
Nederland,MastbosBredaroute,in text,LOC,65,380075,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Schakels_(film)', u'http://nl.dbpedia.org/resource/Schey', u'http://nl.dbpedia.org/resource/Schilberg_(Noorbeek)', u'http://nl.dbpedia.org/resource/Schipholtunnel_(auto)', u'http://nl.dbpedia.org/resource/Schokland', u'http://nl.dbpedia.org/resource/SchoolTV', u'http://nl.dbpedia.org/resource/Schoor_(Nederweert)', u'http://nl.dbpedia.org/resource/Schoot_(Veldhoven)', u'http://nl.dbpedia.org/resource/Schurenberg', u'http://nl.dbpedia.org/resource/Seppe_Airport', u'http://nl.dbpedia.org/resource/Shi_mian_mai_fu', u'http://nl.dbpedia.org/resource/Sil_Selmhorst', u'http://nl.dbpedia.org/resource/Sint-Franciscusgesticht_(Oudewater)', u'http://nl.dbpedia.org/resource/Sint-Pietersberg', u'http://nl.dbpedia.org/resource/Slot_Valckesteyn', u'http://nl.dbpedia.org/resource/Slotplaats', u'http://nl.dbpedia.org/resource/Sluis_Gorredijk', u'http://nl.dbpedia.org/resource/Sluis_II_(Tjonger)', u'http://nl.dbpedia.org/resource/Sluis_I_(Tjonger)', u'http://nl.dbpedia.org/resource/Snowstar_Records']"
Beeldenstorm,MastbosBredaroute,in text,EVENT,17,934,60.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q2659188', u'http://dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Beeldenstorm', u'http://nl.dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Iconoclasm', u'http://purl.org/collections/nl/am/t-26505', u'http://wikidata.dbpedia.org/resource/Q513860', u'http://nl.dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Iconoclasm', u'http://www.wikidata.org/entity/Q2659188', u'http://www.wikidata.org/entity/Q513860', u'http://nl.dbpedia.org/resource/Beeldenstorm_(geschiedenis)', u'http://nl.dbpedia.org/resource/Beeldenstorm_(geschiedenis)', u'http://www.wikidata.org/entity/Q2778047', u'http://lod.b3kat.de/title/BV002634988', u'http://lod.b3kat.de/title/BV000762637', u'http://lod.b3kat.de/title/BV008177849', u'http://lod.b3kat.de/title/BV004358191', u'http://nl.dbpedia.org/resource/Tweede_Beeldenstorm', u'http://nl.dbpedia.org/resource/Tweede_beeldenstorm']"
Tachtigjarige Oorlog,MastbosBredaroute,in text,EVENT,20,4344,67.0,100.0,"[u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://nl.dbpedia.org/resource/Categorie:Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://nl.dbpedia.org/resource/Tachtigjarige_oorlog', u'http://dbpedia.org/resource/Dutch_Revolt', u'http://purl.org/collections/nl/am/t-27099', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://dbpedia.org/resource/Maarten_Tromp', u'http://wikidata.dbpedia.org/resource/Q2856421', u'http://nl.dbpedia.org/resource/Categorie:Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Cuijk_(gemeente)', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://lod.b3kat.de/title/BV002498497', u'http://lod.b3kat.de/title/BV002412327', u'http://lod.b3kat.de/title/BV005168538', u'http://lod.b3kat.de/title/BV006156747']"
Delft,MastbosBredaroute,in text,LOC,25,73621,67.0,100.0,"[u'http://nl.dbpedia.org/resource/Kai_Compagner', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Oostelijke_Eilanden_/_Kadijken)', u'http://nl.dbpedia.org/resource/Beleg_van_Delft_(1359)', u'http://nl.dbpedia.org/resource/Phoenixstraat', u'http://nl.dbpedia.org/resource/Westvest_7', u'http://nl.dbpedia.org/resource/Oude_Delft_95', u'http://nl.dbpedia.org/resource/Station_Delft', u'http://nl.dbpedia.org/resource/Station_Delft', u'http://nl.dbpedia.org/resource/Sander_van_der_Marck', u'http://nl.dbpedia.org/resource/Harm_Jansen', u'http://sws.geonames.org/2757345/', u'http://nl.dbpedia.org/resource/Alquin', u'http://nl.dbpedia.org/resource/Oude_Delft_95', u'http://nl.dbpedia.org/resource/Categorie:Delft', u'http://nl.dbpedia.org/resource/Torenhove', u'http://nl.dbpedia.org/resource/EWI-gebouw', u'http://nl.dbpedia.org/resource/Koornmarkt_(Delft)', u'http://nl.dbpedia.org/resource/Schoorsteen_Eon', u'http://nl.dbpedia.org/resource/Watertoren_(Delft_Getijmodellaboratorium)', u'http://nl.dbpedia.org/resource/VermeerToren']"
Reigerstraat,MastbosBredaroute,in text,LOC,11,667,100.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q19464094', u'http://wikidata.dbpedia.org/resource/Q19464097', u'http://wikidata.dbpedia.org/resource/Q19464100', u'http://wikidata.dbpedia.org/resource/Q19464103', u'http://wikidata.dbpedia.org/resource/Q19464106', u'http://wikidata.dbpedia.org/resource/Q19464109', u'http://wikidata.dbpedia.org/resource/Q19464110', u'http://wikidata.dbpedia.org/resource/Q19464113', u'http://wikidata.dbpedia.org/resource/Q19464118', u'http://wikidata.dbpedia.org/resource/Q19464121', u'http://wikidata.dbpedia.org/resource/Q19464125', u'http://wikidata.dbpedia.org/resource/Q19464130', u'http://wikidata.dbpedia.org/resource/Q19464133', u'http://wikidata.dbpedia.org/resource/Q19464136', u'http://wikidata.dbpedia.org/resource/Q19464139', u'http://wikidata.dbpedia.org/resource/Q19464140', u'http://wikidata.dbpedia.org/resource/Q19464145', u'http://wikidata.dbpedia.org/resource/Q19464148', u'http://wikidata.dbpedia.org/resource/Q19464150', u'http://wikidata.dbpedia.org/resource/Q19464155']"
