Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia % (in first 100),Hits
Buchenwald,AmsterdamviaWesterborkpadroute,in text,LOC,4,14384,73.0,"[u'http://nl.dbpedia.org/resource/Buchenwald', u'http://ld.zdb-services.de/resource/86285-x', u'http://dbpedia.org/resource/Buchenwald', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald_%28album%29', u'http://dbpedia.org/resource/Princess_Mafalda_of_Savoy', u'http://dbpedia.org/resource/Joachim_Ernst%2C_Duke_of_Anhalt', u'http://dbpedia.org/resource/Maurice_Halbwachs', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald_%28album%29', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald_(album)', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Dedicated_to_Peter_K%C3%BCrten', u'http://dbpedia.org/resource/Buchenwald_(album)', u'http://dbpedia.org/resource/New_Britain_(album)', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald_concentration_camp', u'http://dbpedia.org/resource/Buchenwald']"
Mauthausen,AmsterdamviaWesterborkpadroute,in text,LOC,4,11767,80.0,"[u'http://dbpedia.org/resource/Witold_Dzier%C5%BCykraj-Morawski', u'http://pl.dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://cs.dbpedia.org/resource/Mauthausen', u'http://ld.zdb-services.de/resource/1139126-1', u'http://vo.dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://nl.dbpedia.org/resource/Mauthausen_(gemeente)', u'http://dbpedia.org/resource/Mauthausen-Gusen_concentration_camp', u'http://nl.dbpedia.org/resource/Mauthausen_(concentratiekamp)', u'http://ca.dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen', u'http://de.dbpedia.org/resource/Mauthausen', u'http://unlocode.rkbexplorer.com/id/ATMAU', u'http://dbpedia.org/resource/Mauthausen', u'http://vo.dbpedia.org/resource/Mauthausen', u'http://dbpedia.org/resource/Mauthausen']"
Jodenvervolging,AmsterdamviaWesterborkpadroute,in text,CONCEPT,2,516,26.0,"[u'http://nl.dbpedia.org/resource/Jodenvervolging', u'http://www.wikidata.org/entity/Q48136', u'http://wikidata.dbpedia.org/resource/Q48136', u'http://nl.dbpedia.org/resource/Jodenvervolging', u'http://purl.org/collections/nl/am/t-11857', u'http://dbpedia.org/resource/Persecution_of_Jews', u'http://dbpedia.org/resource/Persecution_of_Jews', u'http://lobid.org/resource/HT005044792', u'http://lobid.org/resource/HT017064657', u'http://blog.seniorennet.be/theet/archief.php?ID=31', u'http://lobid.org/resource/HT017064657', u'http://lobid.org/resource/HT004456279', u'http://nl.dbpedia.org/resource/Jodenvervolging_in_de_Rivierenbuurt', u'http://lobid.org/resource/HT013477611', u'http://d-nb.info/gnd/172374669', u'http://lobid.org/resource/HT015223582', u'http://lobid.org/resource/HT017014207', u'http://nl.dbpedia.org/resource/Jodenvervolging_in_de_Rivierenbuurt', u'http://lobid.org/resource/HT006723813', u'http://lobid.org/resource/HT008917035']"
Februaristaking,AmsterdamviaWesterborkpadroute,in text,EVENT,2,176,59.0,"[u'http://nl.dbpedia.org/resource/Februaristaking', u'http://dbpedia.org/resource/February_strike', u'http://stitch.cs.vu.nl/vocabularies/rameau/ark:/12148/cb15509475w', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://dbpedia.org/resource/February_strike', u'http://dbpedia.org/resource/February_strike', u'http://wikidata.dbpedia.org/resource/Q586082', u'http://wikidata.dbpedia.org/resource/Q586082', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://dbpedia.org/resource/February_strike', u'http://www.wikidata.org/entity/Q586082', u'http://bag.kadaster.nl/id/openbareruimte/0034300000003160', u'http://nl.dbpedia.org/resource/Februaristaking', u'http://purl.org/collections/nl/am/t-28060', u'http://www.wikidata.org/entity/Q586082', u'http://dbpedia.org/resource/February_strike', u'http://bag.kadaster.nl/id/openbareruimte/0034300000003160', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__1456__1', u'http://hoorn.sp.nl/bericht/23360/080219-herdenking_februaristaking.html', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Zaanstad__277__1']"
Mari Andriessen,AmsterdamviaWesterborkpadroute,in text,PER,5,273,84.0,"[u'http://nl.dbpedia.org/resource/Mari_Andriessen', u'http://nl.dbpedia.org/resource/Mari_Andriessen', u'http://nl.dbpedia.org/resource/Mari_Andriessen', u'http://dbpedia.org/resource/Mari_Andriessen', u'http://dbpedia.org/resource/Mari_Andriessen', u'http://dbpedia.org/resource/Mari_Andriessen', u'http://rdf.freebase.com/ns/m.0fd6ww', u'http://es.dbpedia.org/resource/Mari_Andriessen', u'http://wikidata.dbpedia.org/resource/Q844964', u'http://wikidata.dbpedia.org/resource/Q844964', u'http://dbpedia.org/resource/Mari_Andriessen', u'http://nl.dbpedia.org/resource/Mari_Andriessen', u'http://nl.dbpedia.org/resource/Mari_Andriessen', u'http://es.dbpedia.org/resource/Mari_Andriessen', u'http://dbpedia.org/class/yago/MariAndriessen', u'http://dbpedia.org/resource/Mari_Andriessen', u'http://es.dbpedia.org/resource/Mari_Andriessen', u'http://lobid.org/resource/TT000607479', u'http://lobid.org/resource/HT000475225', u'http://dbpedia.org/resource/Mari_Andriessen']"
Spanje,AmsterdamviaWesterborkpadroute,in text,LOC,9,85179,98.0,"[u'http://sws.geonames.org/2510769/', u'http://sws.geonames.org/2510769/', u'http://nl.dbpedia.org/resource/Sergio_Garc\xeda_de_la_Fuente', u'http://nl.dbpedia.org/resource/Telecommunicatietoren_van_Montju\xefc', u'http://nl.dbpedia.org/resource/Tenerife_(Canarische_Eilanden)', u'http://nl.dbpedia.org/resource/Vandell\xf2s', u'http://nl.dbpedia.org/resource/Monte_Naranco', u'http://nl.dbpedia.org/resource/Montju\xefc_(berg)', u'http://nl.dbpedia.org/resource/Montrondo', u'http://nl.dbpedia.org/resource/Nationaal_Park_Picos_de_Europa', u'http://nl.dbpedia.org/resource/Nationaal_Park_Picos_de_Europa', u'http://nl.dbpedia.org/resource/Nationaal_park_Do\xf1ana', u'http://nl.dbpedia.org/resource/Nationaal_park_Garajonay', u'http://nl.dbpedia.org/resource/Nationaal_park_Sierra_Nevada', u'http://nl.dbpedia.org/resource/Opstand_van_Dos_de_Mayo', u'http://nl.dbpedia.org/resource/Pablo_Serrano_Aguilar', u'http://nl.dbpedia.org/resource/Pe\xf1a_Monta\xf1esa', u'http://nl.dbpedia.org/resource/Pe\xf1alara', u'http://nl.dbpedia.org/resource/Pierre_Daura', u'http://nl.dbpedia.org/resource/Pipo_en_de_P-P-Parelridder']"
Portugal,AmsterdamviaWesterborkpadroute,in text,LOC,39,1180862,98.0,"[u'http://ld.zdb-services.de/resource/2758117-2', u'http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Portugal', u'http://dbpedia.org/resource/Everton_F.C.', u'http://dbpedia.org/resource/UEFA_Euro_2004', u'http://dbpedia.org/resource/F.C._Crotone', u'http://lb.dbpedia.org/resource/Kategorie:Portugal', u'http://ml.dbpedia.org/resource/\u0d2b\u0d3e\u0d24\u0d4d\u0d24\u0d3f\u0d2e_(\u0d28\u0d17\u0d30\u0d02)', u'http://ml.dbpedia.org/resource/Portugal', u'http://dbpedia.org/resource/Atl%C3%A9tico_Madrid', u'http://dbpedia.org/resource/Real_Zaragoza', u'http://eu.dbpedia.org/resource/Aristides_de_Sousa_Mendes', u'http://lv.dbpedia.org/resource/Madrides_%22Real%22', u'http://lv.dbpedia.org/resource/Urugvajas_izlase_2010._gada_Pasaules_kausa_fin\u0101lturn\u012br\u0101', u'http://lv.dbpedia.org/resource/Paragvajas_izlase_2010._gada_Pasaules_kausa_fin\u0101lturn\u012br\u0101', u'http://gl.dbpedia.org/resource/Bandeira_de_Portugal', u'http://gl.dbpedia.org/resource/Eurocopa_de_F\xfatbol_B\xe9lxica/Pa\xedses_Baixos_2000', u'http://gl.dbpedia.org/resource/Eurocopa_de_F\xfatbol_Portugal_2004', u'http://gl.dbpedia.org/resource/Guimar\xe3es', u'http://gl.dbpedia.org/resource/Uni\xf3n_Europea', u'http://gl.dbpedia.org/resource/Portugal']"
Jodenbreestraat,AmsterdamviaWesterborkpadroute,in text,LOC,3,467,81.0,"[u'http://nl.dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://es.dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://wikidata.dbpedia.org/resource/Q2689416', u'http://wikidata.dbpedia.org/resource/Q2689416', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://www.wikidata.org/entity/Q2689416', u'http://www.wikidata.org/entity/Q2689416', u'http://nl.dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Sint_Antoniesbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://linkedgeodata.org/triplify/node60893354', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003480', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://nl.dbpedia.org/resource/Jodenbreestraat', u'http://dbpedia.org/resource/Jodenbreestraat']"
Centraal-Europese Joden,AmsterdamviaWesterborkpadroute,in text,PER,7,0,,[]
Plantage,AmsterdamviaWesterborkpadroute,in text,LOC,5,9181,51.0,"[u'http://nl.dbpedia.org/resource/Plantage', u'http://nl.dbpedia.org/resource/Onoribo', u'http://nl.dbpedia.org/resource/Categorie:Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Tholen_(plaats)__Tholen__39', u'http://nl.dbpedia.org/resource/Plantage_(Amsterdam)', u'http://nl.dbpedia.org/resource/Plantage', u'http://sws.geonames.org/2748560/', u'http://sws.geonames.org/2853428/', u'http://dbpedia.org/resource/Plantation', u'http://dbpedia.org/resource/Plantation', u'http://absurde.joueb.com/news/6.shtml', u'http://lodlaundromat.org/.well-known/genid/46a909ddeb0828e9bc4aadd79d0dccaa#genid24httpx3Ax2Fx2Fragdoll13x2Elivejournalx2Ecomx2Fdatax2Ffoaf', u'http://dbpedia.org/resource/Crash_%28computing%29', u'http://sws.geonames.org/2853426/', u'http://www.sidoine.net/rp1/nouvelles/8958', u'http://lodlaundromat.org/.well-known/genid/ccb88596b640c49996b340e5be658817#bn1httpx3Ax2Fx2Fdbtunex2Eorgx2Flastx2Dfmx2Fwooferx5Fkyyivx2Erdf', u'http://lodlaundromat.org/.well-known/genid/e50384ae27132be62474f52ee64d6e48#httpx3Ax2Fx2Frdfx2Efreebasex2Ecomx2Frdfx2Fmx2F01pmsx78xxbnode7', u'http://rdf.freebase.com/ns/m.01pmsx', u'http://dbpedia.org/resource/Plantage_(Amsterdam)', u'http://fr.dbpedia.org/resource/Compagnie_n\xe9erlandaise_des_Indes_orientales']"
Transvaal- en Rivierenbuurt,AmsterdamviaWesterborkpadroute,in text ,LOC,6,0,,[]
Sjoa (Holocaust),AmsterdamviaWesterborkpadroute,in text,EVENT,2,0,,[]
Jodenhoek,AmsterdamviaWesterborkpadroute,in text,LOC,2,34,50.0,"[u'http://lobid.org/resource/HT013379547', u'http://lobid.org/resource/HT004495019', u'http://lobid.org/resource/HT004358897', u'http://lobid.org/resource/HT013379547', u'http://lod.hebis.de/resource/28172305', u'http://lod.hebis.de/resource/28172305', u'http://lobid.org/resource/HT004495019', u'http://lod.hebis.de/resource/02499135', u'http://lobid.org/resource/HT004358874', u'http://lobid.org/resource/HT004358896', u'http://lod.hebis.de/resource/02499135', u'http://lod.b3kat.de/title/BV008599232', u'http://lobid.org/resource/HT004358874', u'http://lod.hebis.de/resource/02911476', u'http://lod.hebis.de/resource/02911476', u'http://lobid.org/resource/HT004358896', u'http://lobid.org/resource/HT004358897', u'http://nl.dbpedia.org/resource/Diamantbeurs_(Amsterdam)', u'http://nl.dbpedia.org/resource/Meijer_de_Hond', u'http://dbpedia.org/resource/Markenplein']"
Muiderstraat ,AmsterdamviaWesterborkpadroute,in text,LOC,2,135,70.0,"[u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://wikidata.dbpedia.org/resource/Q2318432', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://www.wikidata.org/entity/Q2318432', u'http://www.wikidata.org/entity/Q19351496', u'http://bag.kadaster.nl/id/openbareruimte/1621300000000583', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003826', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://wikidata.dbpedia.org/resource/Q19351496', u'http://wikidata.dbpedia.org/resource/Q2318432', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://www.wikidata.org/entity/Q2318432', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003826', u'http://linkedgeodata.org/triplify/node1713421202', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Vlooienburg/Valkenburg)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Vlooienburg/Valkenburg)']"
Hortus Botanicus,AmsterdamviaWesterborkpadroute,in text,MON,3,3434,48.0,"[u'http://nl.dbpedia.org/resource/Oude_Hortus', u'http://nl.dbpedia.org/resource/Oude_Hortus', u'http://dbpedia.org/resource/Hortus_Botanicus', u'http://dbpedia.org/resource/Botanical_garden', u'http://purl.org/collections/nl/am/t-11659', u'http://pl.dbpedia.org/resource/Ogr\xf3d_Botaniczny_w_Krakowie', u'http://es.dbpedia.org/resource/Hortus_botanicus', u'http://dbpedia.org/resource/Hortus_Botanicus', u'http://wikidata.dbpedia.org/resource/Q167346', u'http://fr.dbpedia.org/resource/Hortus_botanicus', u'http://data.cultureelerfgoed.nl/id/2FF24697-8FDD-47E9-A946-8D0B02F08795', u'http://wikidata.dbpedia.org/resource/Q3162616', u'http://data.cultureelerfgoed.nl/id/2FF24697-8FDD-47E9-A946-8D0B02F08795', u'http://lod.hebis.de/resource/03100570', u'http://es.dbpedia.org/resource/Hortus_botanicus', u'http://dbpedia.org/resource/Botanic_Garden_of_the_Jagiellonian_University', u'http://d-nb.info/gnd/260498-X', u'http://d-nb.info/gnd/260948-4', u'http://d-nb.info/gnd/261137-5', u'http://d-nb.info/gnd/261229-X']"
Plantage Parklaan,AmsterdamviaWesterborkpadroute,in text,LOC,3,41,73.17073170731707,"[u'http://nl.dbpedia.org/resource/Plantage_Parklaan', u'http://wikidata.dbpedia.org/resource/Q7476513', u'http://linkedgeodata.org/triplify/way7370736', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004541', u'http://nl.dbpedia.org/resource/Plantage_Parklaan', u'http://wikidata.dbpedia.org/resource/Q7476513', u'http://linkedgeodata.org/triplify/node2708539685', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004541', u'http://linkedgeodata.org/triplify/way7370639', u'http://linkedgeodata.org/triplify/way7370822', u'http://linkedgeodata.org/triplify/way23290285', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Plantage_Parklaan_(Amsterdam)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__81', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Plantage_Parklaan_(Amsterdam)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__81', u'http://wikidata.dbpedia.org/resource/Q17291505']"
Plantage Middenlaan,AmsterdamviaWesterborkpadroute,in text,LOC,4,356,76.0,"[u'http://purl.org/collections/nl/am/t-2252', u'http://wikidata.dbpedia.org/resource/Q2445117', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Hortusbrug', u'http://www.wikidata.org/entity/Q2445117', u'http://linkedgeodata.org/triplify/node430686827', u'http://linkedgeodata.org/triplify/node432506871', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004539', u'http://linkedgeodata.org/triplify/way118607263', u'http://linkedgeodata.org/triplify/node2841855701', u'http://nl.dbpedia.org/resource/Plantage_Middenlaan', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Hortusbrug', u'http://wikidata.dbpedia.org/resource/Q2445117', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://www.wikidata.org/entity/Q2445117', u'http://linkedgeodata.org/triplify/way7370919', u'http://linkedgeodata.org/triplify/way7370985', u'http://linkedgeodata.org/triplify/node432506873', u'http://linkedgeodata.org/triplify/node432506873']"
Wertheimpark,AmsterdamviaWesterborkpadroute,in text,LOC,2,69,89.85507246376811,"[u'http://nl.dbpedia.org/resource/Wertheimpark', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__1501__1', u'http://sws.geonames.org/6951812/', u'http://bag.kadaster.nl/id/openbareruimte/0363300000001860', u'http://nl.dbpedia.org/resource/Wertheimpark', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__1501__1', u'http://www.wikidata.org/entity/Q3149634', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://sws.geonames.org/6951812/', u'http://wikidata.dbpedia.org/resource/Q3149634', u'http://bag.kadaster.nl/id/openbareruimte/0363300000001860', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__82', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__82', u'http://www.wikidata.org/entity/Q17291595', u'http://wikidata.dbpedia.org/resource/Q17291595']"
Jan Wolkers,AmsterdamviaWesterborkpadroute,in text,PER,6,1040,80.0,"[u'http://nl.dbpedia.org/resource/Terug_naar_Oegstgeest_(film)', u'http://nl.dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://ro.dbpedia.org/resource/Jan_Wolkers', u'http://nl.dbpedia.org/resource/Jan_Wolkers', u'http://ro.dbpedia.org/resource/Jan_Wolkers', u'http://cs.dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Spetters', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Turkish_Delight_%28film%29', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Spetters', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Turkish_Delight_%28film%29', u'http://dbpedia.org/resource/Jan_Wolkers', u'http://dbpedia.org/resource/Terug_naar_Oegstgeest_%28film%29', u'http://dbpedia.org/resource/Turkish_Delight_%28film%29', u'http://vollemaan.web-log.nl/vollemaan/2007/10/jan_wolkers.html']"
Oosterbegraafplaats,AmsterdamviaWesterborkpadroute,in text,LOC,3,174,83.0,"[u'http://nl.dbpedia.org/resource/Oosterbegraafplaats', u'http://wikidata.dbpedia.org/resource/Q2799316', u'http://wikidata.dbpedia.org/resource/Q4338047', u'http://www.wikidata.org/entity/Q2799316', u'http://www.wikidata.org/entity/Q4338047', u'http://nl.dbpedia.org/resource/Oosterbegraafplaats', u'http://wikidata.dbpedia.org/resource/Q2799316', u'http://wikidata.dbpedia.org/resource/Q4338047', u'http://www.wikidata.org/entity/Q4338047', u'http://bag.kadaster.nl/id/openbareruimte/1916300000000659', u'http://wikidata.dbpedia.org/resource/Q2799316', u'http://linkedgeodata.org/triplify/node2746101328', u'http://nl.dbpedia.org/resource/Nieuwe_Oosterbegraafplaats', u'http://nl.dbpedia.org/resource/Oosterbegraafplaats_(Zutphen)', u'http://wikidata.dbpedia.org/resource/Q17461452', u'http://www.wikidata.org/entity/Q1923514', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950247', u'http://nl.dbpedia.org/resource/Algemene_Oosterbegraafplaats', u'http://nl.dbpedia.org/resource/Nieuwe_Oosterbegraafplaats', u'http://purl.org/collections/nl/am/t-18670']"
Henri Polaklaan,AmsterdamviaWesterborkpadroute,in text,LOC,2,29,72.41379310344827,"[u'http://wikidata.dbpedia.org/resource/Q19248714', u'http://www.wikidata.org/entity/Q19248714', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003520', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003520', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__1', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Weesperbuurt/Plantage)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage__Amsterdam__1', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_de_Weesperbuurt_en_Plantage', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__2966__1', u'http://purl.org/collections/nl/am/t-1729', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__2966__1', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://data.cultureelerfgoed.nl/id/0F598227-A60A-410F-98EE-5B7B430A1A96', u'http://data.cultureelerfgoed.nl/id/0F598227-A60A-410F-98EE-5B7B430A1A96', u'http://purl.org/collections/nl/am/t-21101', u'http://wikidata.dbpedia.org/resource/Q17781711', u'http://www.wikidata.org/entity/Q17781711']"
Plantage Kerklaan,AmsterdamviaWesterborkpadroute,in text,LOC,3,250,83.0,"[u'http://nl.dbpedia.org/resource/Plantage_Kerklaan', u'http://swat.cse.lehigh.edu/resources/citeseer_article#Plantage_Kerklaan', u'http://citeseer.rkbexplorer.com/id/resource-CSP159074', u'http://wikidata.dbpedia.org/resource/Q7476530', u'http://linkedgeodata.org/triplify/way7370628', u'http://linkedgeodata.org/triplify/way7370807', u'http://nl.dbpedia.org/resource/Plantage_Kerklaan', u'http://citeseer.rkbexplorer.com/id/resource-CSP159074-6da94d5769a8e2c262fbe041462c98ad', u'http://wikidata.dbpedia.org/resource/Q7476530', u'http://linkedgeodata.org/triplify/node430704110', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004537', u'http://linkedgeodata.org/triplify/way7370760', u'http://linkedgeodata.org/triplify/node2673071086', u'http://citeseer.rkbexplorer.com/id/CSP159074', u'http://citeseer.rkbexplorer.com/id/resource-CSP159074-6da94d5769a8e2c262fbe041462c98ad', u'http://linkedgeodata.org/triplify/way7370811', u'http://linkedgeodata.org/triplify/way7370820', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004537', u'http://linkedgeodata.org/triplify/node434509970', u'http://linkedgeodata.org/triplify/node440419242']"
Heijermans,AmsterdamviaWesterborkpadroute,in text,PER,2,1195,95.0,"[u'http://dbpedia.org/resource/Hubertine_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Hubertine_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://www.wikidata.org/entity/Q36771', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://wikidata.dbpedia.org/resource/Q36771', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://dbpedia.org/resource/Herman_Heijermans', u'http://it.dbpedia.org/resource/Herman_Heijermans', u'http://lod.b3kat.de/title/BV007583191']"
Joodsche Schouwburg,AmsterdamviaWesterborkpadroute,in text,MON,3,9,100.0,"[u'http://nl.dbpedia.org/resource/Joodsche_Schouwburg', u'http://de.dbpedia.org/resource/Otto_Aurich', u'http://nl.dbpedia.org/resource/Sylvain_Poons', u'http://nl.dbpedia.org/resource/Sylvain_Poons', u'http://dbpedia.org/resource/Lisl_Frank', u'http://fy.dbpedia.org/resource/Sylvain_Poons', u'http://dbpedia.org/resource/Lisl_Frank', u'http://dbpedia.org/resource/Lisl_Frank', u'http://fy.dbpedia.org/resource/Sylvain_Poons']"
Vught,AmsterdamviaWesterborkpadroute,in text,LOC,3,5350,62.0,"[u'http://ld.zdb-services.de/resource/2530407-0', u'http://nl.dbpedia.org/resource/Station_Vught', u'http://ld.zdb-services.de/resource/1353458-0', u'http://dbpedia.org/resource/Vught', u'http://nl.dbpedia.org/resource/Kamp_Vught', u'http://dbpedia.org/resource/Vught', u'http://nl.dbpedia.org/resource/Vught_(gemeente)', u'http://de.dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught_railway_station', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught', u'http://ro.dbpedia.org/resource/Vught', u'http://nl.dbpedia.org/resource/Watertoren_(Vught)', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Simon_Tahamata', u'http://dbpedia.org/resource/Vught', u'http://dbpedia.org/resource/Vught_railway_station']"
Sint Jacob verzorgingstehuis,AmsterdamviaWesterborkpadroute,in text,MON,11,0,,[]
